시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.9938,202005,30,"59,500",17,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,202005,30,"62,000",11,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,202005,30,"49,000",27,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202005,31,"62,000",8,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,1,"48,300",31,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,202006,3,"64,300",26,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,4,"47,900",6,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,4,"57,000",5,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,4,"47,350",26,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,5,"59,500",30,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,6,"47,500",32,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,8,"50,000",25,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,9,"48,500",18,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,9,"56,000",12,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202006,10,"59,700",24,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,202006,11,"48,400",8,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,202006,11,"64,500",20,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202006,12,"62,000",15,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,202006,12,"64,800",7,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,202006,13,"50,500",16,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.0199,202006,13,"59,500",23,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,13,"44,200",1,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,202006,13,"49,300",8,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,13,"47,400",8,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,202006,13,"58,900",2,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202006,13,"52,700",1,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,202006,13,"57,900",20,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202006,13,"63,000",20,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,202006,14,"50,000",33,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.994,202006,14,"65,000",28,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,202006,14,"60,500",22,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.994,202006,14,"64,000",30,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,202006,15,"65,000",25,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,202006,15,"48,400",13,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,202006,15,"66,000",25,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,202006,16,"64,000",10,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,202006,16,"60,000",5,2014,도안동로 77,
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,202006,16,"60,000",5,2014,도안동로 77,20200618
