시군구,번지,본번,부번,단지명,전용면적,계약연도,계약일,거래금액,층,건축년도,도로명
대전광역시 서구 도안동,965,965,0,금성백조예미지,84.9199,201711,13,36600,11,2012,도안북로 125
대전광역시 서구 도안동,965,965,0,금성백조예미지,84.8163,201711,13,38600,16,2012,도안북로 125
대전광역시 서구 도안동,965,965,0,금성백조예미지,84.9199,201711,17,35900,5,2012,도안북로 125
대전광역시 서구 도안동,965,965,0,금성백조예미지,84.9542,201711,18,30800,1,2012,도안북로 125
대전광역시 서구 도안동,965,965,0,금성백조예미지,84.9199,201711,24,36500,12,2012,도안북로 125
대전광역시 서구 도안동,965,965,0,금성백조예미지,84.9542,201712,4,35700,15,2012,도안북로 125
대전광역시 서구 도안동,965,965,0,금성백조예미지,84.8163,201712,16,36500,13,2012,도안북로 125
대전광역시 서구 도안동,965,965,0,금성백조예미지,84.8163,201712,20,37000,21,2012,도안북로 125
대전광역시 서구 도안동,965,965,0,금성백조예미지,84.8163,201712,27,31500,1,2012,도안북로 125
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201701,3,34400,3,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201701,9,36150,12,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201701,20,33500,7,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201701,26,45500,21,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201702,6,34500,5,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201702,22,46400,21,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201702,26,36650,21,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9572,201703,3,36300,16,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201703,20,32000,2,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201703,24,34000,11,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201703,30,34000,12,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9572,201704,7,35850,15,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201704,21,34400,13,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201704,22,34700,22,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201704,27,33900,17,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201705,17,32000,5,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201705,24,34650,5,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201706,24,34800,8,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201707,1,36300,19,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201707,5,33900,5,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201707,15,35800,10,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201707,17,35500,19,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201707,31,34300,13,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201708,14,35600,22,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201708,25,34300,9,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201709,8,32000,2,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9572,201709,9,35800,16,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201709,9,35200,22,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201709,9,36700,12,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201709,27,34800,12,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201709,28,35200,15,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201710,11,36700,12,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201710,12,32450,2,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201711,2,33700,3,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201711,4,35000,19,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201711,5,36300,7,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201711,8,34400,10,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201711,19,32750,3,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201711,21,35800,16,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201711,25,35000,18,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9331,201712,15,35000,18,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9823,201712,19,35000,7,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201712,23,37000,20,2014,원도안로 100
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,201712,30,46800,21,2014,원도안로 100
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201701,8,31500,10,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201701,14,39000,7,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201701,21,35800,10,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201702,1,35850,17,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201702,5,30900,29,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201702,9,31650,19,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201702,10,33500,1,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.0199,201702,15,35000,32,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.0199,201702,21,35200,23,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201702,24,32200,29,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201702,26,31500,22,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201702,27,33000,26,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,201702,28,38600,27,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201703,13,32550,21,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201703,25,32850,27,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201703,27,38500,15,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201703,29,30750,5,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201704,4,38000,25,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201704,8,38500,9,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201704,11,38100,19,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201704,13,29900,2,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201704,15,33800,3,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201704,19,33500,34,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201704,20,38300,4,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201704,20,31900,23,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201704,22,31400,31,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,201704,24,36500,1,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201704,29,31500,33,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201704,30,37300,7,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.9938,201705,1,39500,9,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,201705,2,35900,2,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201705,15,33100,30,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201705,18,39500,26,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201705,22,36500,17,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201705,23,31600,6,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201705,25,32000,23,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201705,26,34000,3,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201705,27,34950,8,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,201705,29,40300,21,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201705,31,32300,16,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201706,2,40000,14,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201706,4,32750,16,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.0199,201706,10,34850,18,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,201706,13,40500,12,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201706,13,38900,18,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201706,17,35000,4,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201706,24,33300,28,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201706,25,36300,17,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.994,201706,27,38500,24,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201706,29,36300,9,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201707,5,37000,31,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,201707,7,40200,22,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201707,16,32200,9,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201707,18,35600,5,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201707,24,32500,14,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201707,27,32550,26,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201708,24,32700,12,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.0199,201708,26,35000,26,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201708,26,31000,32,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201708,29,33100,18,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.0199,201708,29,35350,12,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201708,29,33300,23,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201709,1,34000,8,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,201709,1,40600,24,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201709,2,32300,24,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201709,4,31700,10,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,201709,4,42400,17,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201709,8,36250,14,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201709,12,33000,13,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201709,19,36400,11,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,201709,20,40600,17,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201709,23,33000,13,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201709,23,32700,25,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201709,25,29200,1,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201709,26,39800,10,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201709,30,33500,27,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201710,2,39300,10,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201710,10,36500,19,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201710,12,36200,30,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.0199,201710,14,36500,19,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201710,14,36800,13,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201710,14,35000,5,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,201710,14,42000,18,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.4136,201710,17,33300,13,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201710,18,36700,10,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201710,18,38900,29,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201710,20,38500,16,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.981,201710,21,40500,30,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201710,21,40500,26,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.0199,201710,21,36500,25,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.994,201710,23,39000,16,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201710,25,43000,7,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201710,27,32400,33,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201710,28,36500,15,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.994,201710,29,41300,30,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201710,30,40500,14,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201710,31,32600,9,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,201711,1,39200,27,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201711,3,39200,4,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201711,7,40400,16,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201711,21,32450,9,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201711,27,36450,4,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201711,29,38000,17,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201712,4,33300,26,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201712,6,39700,27,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201712,15,37500,25,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.984,201712,20,40500,23,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201712,26,32900,32,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,70.143,201712,26,33500,7,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,78.8929,201712,28,36450,15,2014,도안동로 77
대전광역시 서구 도안동,1564,1564,0,도안18단지린풀하우스,84.974,201712,30,40200,28,2014,도안동로 77
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9868,201702,4,33500,3,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9132,201702,6,33800,5,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9711,201703,1,33500,19,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9868,201703,20,34000,23,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.8646,201704,20,33000,30,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9132,201705,13,33400,8,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,73.9446,201705,23,30500,3,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9751,201706,1,35000,28,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9868,201706,3,33750,6,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,73.5542,201706,3,30700,6,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9711,201706,8,34000,25,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9132,201706,10,34400,22,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,73.5542,201706,10,29500,1,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9751,201707,5,34500,17,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9868,201707,18,34700,11,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9868,201707,28,32000,4,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9751,201708,3,35900,26,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9711,201708,5,34600,17,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9751,201708,6,36550,26,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,73.9446,201708,15,30700,32,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9751,201708,22,34000,5,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9868,201709,4,34700,9,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9751,201709,11,35500,12,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,73.5542,201709,13,30700,30,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9751,201709,18,36000,10,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9132,201710,31,34200,24,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.8646,201711,4,34300,14,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9132,201711,10,35200,20,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,73.9446,201711,23,31000,4,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9132,201711,28,32200,3,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9868,201712,5,36700,29,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.8646,201712,9,34400,29,2014,도안동로 123
대전광역시 서구 도안동,1369,1369,0,도안리슈빌,84.9132,201712,15,32000,1,2014,도안동로 123
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201701,7,30900,7,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201701,9,30500,9,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201701,12,29500,2,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201701,16,29500,7,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9398,201702,9,32000,8,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201702,11,32600,15,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201702,13,30200,24,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201702,13,30700,8,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201702,14,29300,22,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9398,201702,18,32000,20,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201702,21,32250,12,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201702,25,30600,19,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201703,1,32600,8,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201703,10,30400,14,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201703,10,30500,24,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201703,12,32800,9,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9818,201703,13,30000,19,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201703,14,31500,10,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201703,17,31600,6,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201703,17,31500,8,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201703,18,30900,4,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201703,18,32500,11,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9818,201703,21,29500,15,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201703,22,30200,14,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201703,22,30500,20,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201703,23,30700,3,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201703,27,29800,24,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9818,201704,1,31800,14,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201704,8,30900,6,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201704,10,30600,8,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201704,14,30000,4,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201704,14,30700,17,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201704,17,30200,15,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201704,22,30500,12,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9818,201704,24,31500,7,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201704,29,30800,16,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9818,201704,30,29500,3,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9818,201705,14,29700,7,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201705,15,32800,12,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201705,18,32000,17,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201705,25,29500,2,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201706,7,32300,9,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201706,10,32600,20,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201706,17,32300,8,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201706,19,30800,10,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9398,201706,24,33000,10,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201706,26,31700,9,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201706,30,30000,3,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201706,30,29900,6,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9398,201707,1,32700,13,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201707,17,32100,10,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9967,201707,18,33700,12,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9884,201707,18,31000,19,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9398,201707,20,31500,5,2010,도안동로 177
대전광역시 서구 도안동,1364,1364,0,엘드수목토,84.9818,201707,22,30000,5,2010,도안동로 177
